4444245981	18	833850020201762817-833907679307321344-833824439154323457-833754562070654979-833772270388514816-833710442153287680-833670222976462849-833690707965599745-833318547375927296-833331323238391808-833438886135095296-833436336023494656-833109440341512192-833086300374781952-833092776363335680-833141589706887170-833096802907795456-833103429933207553
16146535	18	833425879632068608-833445022410346499-833444959516839937-833445282478170113-834047215408705536-834215725791379456-834127066589171713-834049195132715008-834095072446705664-834188072732545025-833816562238898176-833808609863749632-833779216164458496-833116876867829760-833157427373735937-833113953442070529-833109843019972608-833710362474192896
833085446804664321	17	833683212769624064-833614715570049024-833665273731362818-833664342591668224-833717320837103616-833711419438792704-833713025857249282-833669602223722496-834036092127035392-833828713141780480-833753790297812994-833970057013256197-833768529069481985-833776552773025794-833776775083728896-833983642342932480-833867632088604673
833076735495139328	17	833354815510036481-833320577423245312-833376990799462400-833423237187006465-833970891688132609-833954777163845632-833147415578472448-833161558758916096-833151525988003840-834079553517674496-834067494881071109-834109869942796294-834164181968572416-834154107262767104-833515910359027713-833747456919756805-833507857278570496
808204218762825728	17	833554300810969088-833702766602289154-833516547868065792-833720412022435840-833443558602526721-833393273079226369-833365565511184384-833335345576022017-833111378114248704-833063571458314240-833118936266846209-833151639234162689-833113924052582400-834196046087589888-834120536053645313-834097899394973696-834140664531132416
716418247579549696	17	833614908524785665-833524433167978497-833515520263593985-833677219109228545-833744218912849921-833564937578487808-833713218816192513-833889803200524290-833770911467712546-833231582680977409-834173904386138112-834065599068241920-834079171823407104-834120309557051393-833440911984046080-833449850054311941-833364626003861504
4776757226	17	834155793364635654-834156758071287808-833644402862026754-833685083412271104-833204047054135297-833175404189847553-833164314429124609-833214918706892800-833396175566802947-833288147081457665-833298435675545600-833395563198439425-833367671060131841-833368249895047168-833288952358457344-833309160540299265-833441281095315456
449600949	17	833497149220454400-833634823080144896-833495563794599936-833707933980557312-833726116284289025-833356958807752704-833404299938000896-833426705910005760-833450680526454784-833878948354326532-833759402276577280-833781636273729536-833804470060535810-834000990001053696-833998477604618240-834163821262553088-834048834414206980
4431601633	17	834190669002321920-834061362791796736-834167822628450304-833819179522285569-833798505768505344-833873810294087680-833798811948421120-833894689560371201-833200075086000128-833125827491409920-833523632081022978-833544544851341312-833525150423212032-833563742193405956-833296128833511424-833264591840825344-833266072430129154
289118612	17	833908644018274305-833759427467567104-834224990987890688-834141943785455616-833712342194069504-833705799075655680-833726707685265409-833190658865258497-833069871298707456-833451158693879809-833345458013663232-833454912595955712-833432271755546624-833308690765770752-833439808886300672-833291078891663361-833246015293636608
827239922452963328	16	834044686243360768-833112242161848322-833089588696596480-833109675226886145-833137424737902592-833703144068698112-833600387810807808-833648177723084803-833687339935358976-833623137736605696-833994295875104770-833942655633588224-833344132621930496-833375225022668800-833282035947077632-833323639252586496
827177353344229377	16	833803689945030656-834014122366816256-833778251486990336-833484948006768641-833548470753464320-833655308031401984-833654989285232640-833710433789829120-833393570891460609-833342480091213828-833329901352595457-833104461711020033-833058341144268800-833090289178808320-834055369156538370-834045961324277760
770979365127684096	16	833986947467067392-834009592501776384-833970602264391680-833391318562906112-833372024743530496-833478098708525061-833439494317735938-833398578911535104-833171310540906496-833202562274824192-834057478883143681-834227243337601025-833532721112694784-833565940017152002-833513825789935617-833646319663202305
717546814623318016	16	833084022859370496-833203099154128896-833059456820842496-833912053962244096-833892437202436098-833821893220253696-833925068921118722-833925878421868545-833856257165492224-833831384934408193-833569035396710400-833503008684113922-833560223180791808-834130849864044546-834230447806803969-833377397642764289
244693950	16	833583551903735808-833896497305395200-833772056516796416-833837571528536064-833934791292575745-833903698912768000-834223573317226497-834231550900211712-834229470521286658-834229038516301824-834177096242991105-833212578272718850-833224880170471424-833076573804732416-833441562126266370-833388130887626752
2333179337	16	833829786900389888-833912137869299712-833472331540369409-833526324803338240-833474818758557698-833149894412103680-833085981607723008-833159377746030596-833140352374685697-833190289766543361-833371710166532096-833327170885935108-833361123747430400-834245773760016384-834144892381175809-834173732423888896
823226061207048192	15	834072335095365632-834144598754721792-834186244036898816-834154224682401792-833361077622669314-833287266260938752-833460444887076864-834014600509157379-833876574348902400-833932044010979328-833986490279542784-833943305721348096-833991041090994178-833567043119149056-833573758187233280
818624813149421568	15	833223378605588481-833148388677926912-833226083961073664-833221424080891906-833255649605726208-833264679950618624-834224965838848000-834238198855372802-834228216407740417-833635720627634176-833756021675925504-833619585173696512-833989619230322688-833768281609818113-834007503742595072
736676509742571520	15	833763370113368064-833567001176059904-833486713783742465-833749411444453378-833204646856495104-834100831226064896-834248734934437888-834237871708073985-834065997535596545-834162709776183297-834139427190484992-833438705805295617-833443847996846080-833444418434760709-833454237321420800
44725888	15	833081825056714752-833130491561775104-833134874592698368-833081686653009921-833893376734937090-833800154134228992-833865304258248704-833510214502645760-833475833796972548-833649607993393152-833510021560467457-833443634120892422-833319738545696768-833319738545696768-833347509045096448
438892995	15	833758815094910976-833804692392026112-833894681150787585-833386063078912000-833464542730391553-833401431038185472-833541344618373120-833547548006641665-833735155000889344-833091182527787010-833214088230481920-833051747702579200-833142273353211904-833145809147305984-834135128024641536
3750897171	15	834135954306826240-834052940642004995-833135369545719808-833089035069435906-833088959555186689-833071171528712192-833097369164062720-833417411336536068-833406891996897280-833292949559455744-833783670536286211-834014587938811904-834035299403571201-833846509594693633-833661251360346114
2457731790	15	833872736581672961-833802008033271808-834017662376177664-834024624882987013-833872170342191104-834022536132202498-834097538693095424-834076411967086593-833565692548964352-833548927924178944-833486726395940869-833729249433448448-833168584238968833-833160053028962304-833161189660069888
16135336	15	833108584703614977-833158652118835200-833100422583873536-833221092743450626-834249791907495937-834201087653662720-834031407089463299-833836887857049600-833826221721010178-833840071329583104-833395185711194112-833681178532126720-833524647102660609-833531995523276801-833728850987192320
827991282836504577	14	833121725487341569-833103731893755904-833109436147212288-833085256014049280-833346837977325568-833329372895408128-833365599069704193-833927430314143744-833770030642786304-833772266223603713-833775961397088256-833901387863830528-833695694988861440-833502996092768256
826984595384053760	14	833872312952901632-834036314441781248-833365628438188032-833452228228702208-833348310144475136-833425376315535361-833348733781696512-833690699564347397-833716020598579200-833071909721952256-833072387855757312-834093445027229696-834078488143417344-834099199641726976
826174829057474560	14	833193020241608705-833083192391368704-833078083724988417-833536441456193536-833473824712749056-833749369501450242-833478744631287809-833470960011460610-833779866311000064-833803333441875969-833858341734645761-833926562093342720-834131567081570310-834153197094727683
825132737157795840	14	833085516031537152-833084517782917120-833134803297804289-833532175861444609-833754515937513472-833695292331405312-834057747310088192-834071840179916801-834077926119268352-834109597287788544-833829271005065216-833341733471547393-833434838656954369-833434813482758144
824298716710445057	14	833075449727184896-833075336459980802-833075227399684096-833384850937749506-833305440180117504-834225301358071810-834177637287346176-834177700210339845-833709271967735808-833670193633165312-833525133625217024-833510336120684544-833713873106698240-833832039245873152
750807458180980740	14	833940227114688512-833789995550773250-834027430885023744-833848246023835652-833789982942715905-833998397929517058-833867124611260416-833603927815843840-833662731949481984-833654536304619521-833512282285973506-834146649777659904-834051346810564609-834152286918021120
48219360	14	833529445365448705-833763202320232448-833983180982087680-833059016414728196-833052313942163456-833392518129655808-833345583863717889-833455449458503680-833403666581356546-833321416275664897-833325539289071618-834083525498376196-834161547937198080-834218942822494208
46522067	14	833838653642137600-834035181983985664-833075151910547456-833066809452490752-833454463809490944-833429864191389697-834105377855725568-834116652132298752-834208675141029888-834247153698496512-834044006770184192-834182095836581888-833524730992791555-833509585323307008
43052418	14	833049101096804352-833076968031559680-833083410516054016-833240365570232321-833166315128918016-833107745846878208-833619492886286336-833438919693725696-833257830622769152-833968492529356800-834007054977150977-833903409530953728-833908908250902528-833912649565900800
3146638670	14	833066327103377408-833496654313566208-833689189652770816-833593299445358592-833501179975983104-833873130846302210-833766431921672192-834244830054191105-834235275425492999-834053326509576192-833467701007892481-833449342556053506-833455688550584321-833458653910949888
205252351	14	833733494077534208-833729312331354121-833571300312489985-833710731568807936-833737055012286464-833728599320621058-833587637139161088-833570486617530368-833589402957922305-833579214972526593-833891506071207936-834165549328392192-833259919377887233-833361333483667456
1887375954	14	833647145941078016-833700518442758144-833408917862498306-833380761478774784-833431474821066754-833467097023905792-833372838459486208-833443730594074624-834152593114951681-834143327914172418-834103951792406528-833759247078928385-834027934226726912-834008174852194304
116894209	14	833675998562365441-833672823449137154-833671997200572416-834240916768448516-834249670302060544-834101326132817920-834161745094643717-833335400089448450-833299966617456640-833958522656141312-833789743859171332-833823424153743360-833165795035197441-833229724612718592
827141568767287296	13	833921117861642240-833900842621222916-833975341811105792-833528421942706176-833749449197420551-834092442597089285-834066676991787008-833325140813422592-833372913944391680-833447916505280512-833051533793193986-833191401248661505-833060379584524288
826960611036762112	13	833389233997901825-833456904890257408-833436700927938560-833346225592168450-833335907612663809-833092050761314306-833142898296123394-833114418972028932-833488014026289152-833639399040512001-833547036293165057-833525901174267904-834043104999059456
819919667166855169	13	834079633209331712-834115368666877952-834096267793833984-834019663038214144-833966684775993344-833977946490572801-833874217145733120-833143607141863424-833666150332395522-833326071957245957-833449145440428036-833310167164821505-833284065994297345
818651660956340224	13	833712145078460416-833750741047091200-833754499156209669-833872187136176128-834128991770415104-834093445044068352-834120548619685888-834113950996238336-833323811231502336-833448105240518657-833327665805357057-833356526781763584-833441868310474752
817463134285889536	13	833507936970305537-833551503205953537-834240971277692928-834048280787054594-833129073903706112-833198288312471552-833389443700494336-833359756395831297-833324419409776640-833827891053879296-833817111705198592-833796630927138816-833817484989861890
793931570159624193	13	833755522562084864-833810308556730368-833827182216568832-833835285616193540-833498306865008640-833479851906437120-834109928641933312-834117918816235520-834107915401170944-833177828497580032-833391616366743552-833411916773027840-833458129631277056
785856656529686528	13	833584046831656960-833507823719849984-833704196855566337-833093439092727808-833049537296035841-833079987955658752-833216156022345729-833161114158391297-833149546284748800-833785096607895552-833781665650466818-833928021677527040-834135320970948608
759414372984721408	13	834073048160600064-834134771517231111-834051627833294848-833699843180740608-833731229124014080-833489754683473920-833725021575057408-833340047365697537-833392794932764674-833375115958243328-833919515645849600-833830688692531200-833773985871564800
738587048840286208	13	833345743238729728-833344443000295426-833119250847932416-833701571221270529-833516073936834561-833760476030840833-833591319742160896-833890793060327424-833942152300212224-834139188123414528-834155793373032448-834076269352411137-834046821152415744
495602226	13	833433886562611201-833088829552783360-833177937524449280-833159700694831104-833073168021585922-833742952228864000-833742021076545538-834081684203196417-834146939209920512-834081885559128064-834088667731881986-834132175243059201-834101317740220417
3266563146	13	833291598985383936-833428094203678722-833342110967410688-833457932482248709-833355658594549761-833320145393156097-833627160057352192-833984040805994496-833833763100565505-833988495156903936-833138892740124672-833119141766844421-833131955382321152
3020455940	13	834067461334921217-833151588910788609-833094793823657987-833058018166136832-833059846886821888-833924863374995456-833897487177879557-833848795502768128-833848808060522496-833831728871464960-833935890216939521-833725411657814017-833470171448610817
2980625739	13	833453859821457408-833292869851029505-833732894266970113-833703693526642691-833514048062943233-834248550422679553-834085194827235329-834143772506198017-833803983525380096-833780772263907329-833807938775040000-833171318929518592-833135415670558720
2846113193	13	833260657587916801-833335358137970688-833992395888979968-833769112090337280-833836451645288450-834204229187280896-833485849782267904-833650790774501378-833474126706778120-833614803637829633-833501117061402629-833548827240054785-833633887741947904
2470524502	13	833459270490451969-833469416511782913-833459043989647360-834123744696217601-834150382733500416-834111140829462528-834093398885806080-833141862340915201-833087760005210112-833787793532923904-833856735320428545-834020787107553281-833490438338334720
2435517199	13	833494125139865600-833509048465182723-833747263964975105-833492879414792192-833543546640691200-833252227045326850-833182899373559809-833220018968084480-833167527257726976-834190773876834304-834210663249625088-833838561388552192-833968706451546116
16672561	13	834085819791110145-834182062299082753-833786958879014912-833758206899941376-833901907940880385-833696718415872000-833709360056504322-833102666536476676-833104541386153984-833109964625498112-833095938906476545-833107997501046784-833341326657728513
15497298	13	833673947552088068-833692285015564288-833480049038913536-833488211175424005-833667295369162752-833387031992610818-833442023482986497-833318656427843584-834115205089132544-833846673164099585-833901614364778500-833896115611303937-833107607460143104
1125475387	13	833154193594544130-833735687698477057-833601914545664000-833738799859408896-834044006761848832-834145588622954496-833761298118647808-833869938959933440-833935835670081536-833985433314811905-833376172905934848-833440333178429441-833358548465627137
828283246710513664	12	833348310156980224-833278529525551104-833327837767573505-833336733877964801-833390660040351744-833725491341176832-833847067424411648-833765093934379008-833772270396923904-833999073191473152-833786170324553728-834139695638474752
825522546854526982	12	833346221397860353-833346208827445249-833450890237325312-833085503444389888-833140461418078209-834071924074389504-834111652530229248-834069067749171200-833660345411473408-833824615340204032-834037690161053696-833834660664729601
824420355259437056	12	834110880748969985-834130287806210048-834053817264017408-833966676408295424-833086296184598528-833135558280908800-833337786631491584-833365632615723008-833327669970231297-833469865277001728-833657862383624194-833690699602108417
824063495427751937	12	834087946319863808-833491696633597952-833099835376963584-833058353722986496-833112896460595201-833457190081961984-833865111341199360-833857075029516288-833786514249166848-833861076403892228-833915237447278592-833761293924339712
824047628765818881	12	833415406425567232-833300935476514816-833337417557909505-833368635737464833-833860564703076352-834042652014190592-833879770412638208-833149659531005953-834128228386168832-833733804430815236-833637520013352961-833700304520519680
823915460639002624	12	834105642059116544-834185514223693824-834069084505452544-834126768780873728-834164462990954496-834161921246978048-833107146069798912-833199018113052673-833851253327212544-833710442153324544-833716037379989504-833428282972385280
821554187536318465	12	833114423191441408-833300897757224961-833464270088122368-833329846847578112-833377741579784194-833471303931699204-833481634502504448-833713843763163137-833665424713617409-833740888627040256-834046754051944448-834076298720923648
761229597669076994	12	834118262724128768-833181959870365697-833847029679943680-833816851662700546-833997399655866368-833847193257787396-833423920862724097-833243037333614592-833484104964403201-833604980607164416-833695699208384513-833665512777347072
750367298	12	834218988938858496-834222025635930114-834216795322060804-833498222970728450-833572449556058112-833840427841232896-833838892721795073-833182974908719105-833322154498285568-833437992752709632-833431504185327616-833321890227826689
740737945619947521	12	833846924822401024-833896371476369411-833807947159498754-833808882476707843-833348775729045504-833366664435597317-833455558523023361-833455508187181057-833098669398360064-834064420477272066-834203096750358529-834247694780657664
739250210510131200	12	833318438311514114-833328362059870208-834237771023843328-834224106002382848-834119697176068096-833674731882680320-833710379264069633-833517923624943617-833711650142298112-833131087148748800-833118130960474112-833793778800537600
734892227411873792	12	833428580747055105-833401443612782595-833469282285662208-833737243764330496-834075975784812545-834142551938580483-834123631454220290-834137170659201025-834121706272935936-833772522059476992-833851844732547072-833973567633162240
4751330773	12	833546281318510593-833171067250307072-833174435305750528-833180730939301888-833109494867644417-833180525397422080-834089204594462720-833836413883912192-833244295595433984-833457580160716800-833470112749457408-833244723439509504
41584867	12	833424696808976385-833352403793670144-833385937279340547-833052234233573378-833072786314764288-833484595693752320-833515004381032449-833668784359616513-833493584053690368-833481974245359617-833769107896033280-833840377517973506
380664031	12	833497841293090816-833507857286918144-833365993355304960-833365074777559041-833368342152962048-833118252574203904-833110082090983424-833831460444348417-833753475724910592-833756449482289153-833761247774453762-833893322213191680
308750887	12	833107548723113984-833215124240494593-833545501182144512-833520855422468098-833522545735380994-833723083794046977-833399661016788992-834158217689194501-834217009235648512-833798975547461633-833907050153394176-833778901595856897
3011582208	12	834003024255148032-833975639631761409-833939379852701696-833939149174419457-833838703994822656-833975123736621057-833936976541687808-834011006007287808-833836275505324033-833129849833218048-834183211538223104-834082594362789889
200213106	12	834207626573471744-834192803894685697-834082325923106816-834099199624912896-833977946511532032-833882203121520640-834000818021883907-833438890350370816-833345340593971200-833700581352960001-833707850106953728-833117346621329408
827910559760838657	11	833565747066474496-833733837989441536-833549779346944000-833725948516147200-833658755774500864-833949689460379648-834130757555679232-834074780374441984-833085255984705536-833092772198428672-833372389639458817
827207230890049536	11	834000818047115264-833840213935796225-833534763730235393-833726011422281728-834116958324875265-834072381240938496-833169033042092032-833086296176226304-833192030385737728-833342442321567744-833375103358373888
824660447974481921	11	833877501281595392-833902398691110912-834037732099788801-833770072610992128-833786157762637824-833809490642292736-834126777190543360-834090840389607424-834072062461218816-834094946613227520-834132754073735168
822973304122339333	11	833081409799585793-833210455967547392-833073688119492609-833172703049814016-834092899780403200-834055247530250240-834214182262300672-833776011716214786-833821176006840320-833798581295382530-833624748353531904
784725688091746304	11	833378005825179648-833458125407543296-833180399589208064-833076468934598656-833651990357954561-833732579719196673-833709401999433729-833674836740182016-833786015160504320-833765798611070979-833760379549278209
781994628727857152	11	833874187785613312-833851173664743424-833834979431886848-833598903064809472-834164785956605952-834175405934252032-834175473026347009-834099199633297408-834228304500518914-833128272770658305-833121725478866945
757358178044678144	11	833747918272208897-834183383492214784-833841975547793410-833901794724081664-833895603935576064-833876716955238400-833907477993385984-833955150439997440-833299404580872193-833206454622494721-833078087948595201
73910949	11	834199909079330817-834213620246519808-834241168435212288-833703437669904385-833491973445124097-833518057838485505-833343084066983936-833319826655477762-833444582000041984-833356304513110018-833871411181678592
729766962960711681	11	834126890428485634-834125724399366144-833166168294903813-833684726875615233-833690070452412416-833693060978577408-833572260816494592-833545358554828801-833927426090684416-833921373722574848-833413191862538241
710672623739363328	11	833073620997926912-833277963273543680-833388487403462656-833654213347405824-833628774881124355-833637079611346946-833708303095992321-833534654707703808-834046275897077761-834108708099461120-833781028128821248
5385802	11	833427137914757120-833768499730264065-833898493798293504-833910766319210496-833910917301571584-833154898212433921-833170287130652672-833190407211151360-833759603624075264-834180510402252801-834244456777867264
4834013841	11	833226494986043394-833135889614258176-834240677697486849-834226828101431300-834146310039171072-833948762523451393-833498277513396225-833544842642866176-833512127101018112-833528476502212610-833254177384050688
4595689636	11	833308032268435456-833271248205541376-834106975868899328-834186642483269632-834223875315625985-833661624653344768-833633879349219328-834030249449050112-833994727921950720-833151375001448448-833101815105351680
3907097598	11	833646726485405696-833652237821833216-833683695089250304-833666133550997504-834056862303555585-833076196300648450-833154235533389824-833110925120921600-833071918118903808-833456909084610560-833326055180034048
35606154	11	833105887782957056-833740737623814144-833712094742769669-833395097601441792-833315988858871808-833393461843918849-834055507572830208-834095735134097410-834093784786931712-834182376884465665-833824233654452224
3408262787	11	834158356109598721-834133932660633600-834049593604206593-833147411405103106-833512273905909761-833682780731092992-833849617557155841-833924255222001668-833798145079382016-834003531728302080-833331570694057984
2948629276	11	833878914766352384-833827576514740224-834072041506627588-834079696098828289-834214211639209988-833514677212692480-833539922736857088-833693056801112064-833697917991079936-833683305031680001-833158379484884992
276859227	11	833772140402876416-833973131450519552-833815580809457664-834177633097129984-834246478428139520-833400244024905728-833408519395176448-833405197493743616-833126712476983297-833171432183959552-833126712476983297
2664278533	11	834206095660949504-834134452766900224-834055918585335808-833048476153950208-833860615047434240-833522264742232064-833405981853941760-833322137721114624-833370263135858694-833381927495282689-833407240128364545
2154519169	11	833064397736181760-833622068168183808-833588853491511296-833914247604269056-833994526570201088-833766268339630080-834003082975571969-833861898483462144-833368883201470464-833372419003916289-834214962398691329
20255638	11	833856110360662018-833778121463717888-833854805932175362-833808765065580544-833130118289747970-833134216124723201-833123642250780674-833124200105779200-833457685030961153-833415918164246529-833424277407936513
197896207	11	833881955666116609-833710710601445376-833545383716483072-833712266692403200-834082804111654912-834116668884447233-834238198863822848-834194754250350593-834099979786534912-833366177883815936-833425162410348548
1928290020	11	833467868792684544-833806055528398849-833821104691101696-833771167307669507-833797054551949312-833129048712822786-833155288274452480-833575725328453632-833703651587813378-833731367552839682-834166761461256192
1598812760	11	833823738713903104-833092113684275200-833053102441848832-833660878083874816-833677164566368256-833529957074677760-833464387516002304-834160172213825536-834173224896196609-834079767422914561-834166371390873600
1555034425	11	833630901389099008-833551884904443906-833675704965414914-833094873519685632-833804524615766016-834022250907045889-833977422185889792-833943213467656192-833975178266820608-833791971055517697-833436122114043905
1549544370	11	833096161183424512-833144462796664833-834199632217399296-833979498391445504-833882903578763264-833732206426157060-833581538625196033-833730943927988224-833578757801717760-833580724921921537-833644973299953664
145294175	11	833748383852589057-833526836525154305-833744160167432194-833744277607944192-833541474629345281-833734446167760897-833541944395575296-833888888838115329-833370388965027842-833175093807288320-834240530896781313
134971995	11	833514375252029440-833501683263025157-834066723133198336-834152127559634945-833149051340148737-833140448843608064-833869792159240192-833776322107236353-833860992538857473-833367893358235649-833399279360225280
1344938022	11	833127022868180994-833117015284076544-833119871588265986-833123986213068801-833885151709032448-833838364260499457-833519437751926784-834213192406536193-834243114588073984-834151938795171840-834246742656819200
1083888506	11	833097058751877120-833130034365820929-833864876439199745-833839442183933953-833993452840898563-834139041306075136-834199133116264448-833297726850822145-833331998496206852-833430552061435909-833381914937430020
